Ticker,ISIN,Name,Trading Region,Industry,Sector,Total Employees (FY),Market Cap,Enterprise Value,Price (1D Ago),Market Value,Shrs Out,Shares Out,Common Shares Outstanding (FY),Total Assets (FY),Total Liabilities (FY),Total Capital (FY),Total Equity (FY),Leverage Ratio % (FY),Total Debt (FY),Cash And Equivalents (FY),Total Debt / Equity (FY),Total Liabilities / Total Assets (FY),Return on Assets (ROA) % (FY),Return on Capital (ROC) % (FY),Return on Common Equity (ROCE) % (FY),Total Debt to Capital % (FY),Return On Equity % (FY),Total Revenues (FY),Gross Profit (FY),Operating Income (FY),Net Income - (IS) (FY),P/E (LTM),P/TBV (LTM),Book Value / Share (FY),EPS 5Y Fwd Growth (NTM),ROA - Est High (FY5E),ROE - Est High (FY5E),EV/Sales (EST FY5),EV/EBIT (EST FY6),Total Equity/CAGR (5Y FY),Total Assets/CAGR (5Y FY),Net Income/CAGR (5Y FY),Unit
TXT,US8832031012,Textron Inc.,United States and Canada,Aerospace and Defense,Industrials,35000,16464.95,18984.95,86.5400,86.34,190698993.00,,192.90,16856.00,9869.00,11242.00,6987.00,,4255.00,2121.00,0.6090,0.5855,0.0481,0.0715,0.1308,0.3785,0.1308,13683.00,2263.00,1275.00,921.00,18.4,3.5,36.22,0.1005,0.0770,,1.1,,,0.0340,-0.0550,USD
DGX,US74834L1008,Quest Diagnostics Incorporated,United States and Canada,Health Care Providers and Services,Health Care,44000,15257.32,20249.32,138.6000,137.34,111091574.00,,111.00,14022.00,7604.00,11916.00,6418.00,,5498.00,686.00,0.8567,0.5423,0.0621,0.0737,0.1393,0.4614,0.1462,9252.00,3069.00,1334.00,854.00,18.5,,56.82,0.0525,0.0850,,1.9,,,0.0497,0.0302,USD
9503,JP3228600007,The Kansai Electric Power Company Incorporated,Asia / Pacific,Electric Utilities,Utilities,,15189.83,37619.80,2737.0000,17.02,892525761.00,,892.47,59682.31,44266.07,42129.53,15416.23,,26713.30,3276.76,1.7328,0.7417,0.0512,0.0689,0.2176,0.6341,0.2149,26821.13,4816.23,4816.23,2919.52,5.2,1.0,16.83,0.7410,,0.1000,1.3,12.8,,0.0447,0.3088,JPY
BURL,US1220171060,Burlington Stores Inc.,United States and Canada,Specialty Retail,Consumer Discretionary,44051,15042.93,19117.87,239.3100,238.31,63123360.00,,63.39,7706.84,6709.91,5801.77,996.93,,4804.83,925.36,4.8196,0.8706,0.0470,0.0623,0.3791,0.8282,0.3791,9718.15,4134.09,563.29,339.65,40.0,20.2,15.73,0.2456,0.0950,0.3590,1.2,,,0.2014,-0.0392,USD
8308,JP3500610005,Resona Holdings Inc.,Asia / Pacific,Banks,Financials,,15019.23,,1045.5000,6.50,2310289784.00,,2329.87,503144.28,484788.36,,18355.92,,40868.37,137020.63,,,0.0021,,0.0602,,0.0596,5516.03,5516.03,1491.03,1050.08,14.5,0.8,7.83,0.0549,0.0020,0.0690,,,0.0335,0.0520,-0.0193,JPY
KPN,NL0000009082,Koninklijke KPN N.V.,Europe,Diversified Telecommunication Services,Communication Services,8713,15008.69,21485.57,3.5490,3.82,3930526687.00,,3943.91,13527.27,9595.94,11714.51,3931.33,,7783.18,672.33,1.9798,0.7094,0.0705,0.0816,0.2225,0.6644,0.2335,6004.64,3228.09,1506.96,931.77,18.7,16.2,0.72,0.0881,0.0790,0.2810,3.5,,,-0.0118,0.2460,EUR
RTO,GB00B082RF11,Rentokil Initial plc,Europe,Commercial Services and Supplies,Industrials,62931,14807.00,18853.66,4.6080,5.90,2511539885.00,,2509.54,14184.82,8973.39,11305.02,5211.43,,6093.60,1991.25,1.1693,0.6326,0.0394,0.0493,0.0931,0.5390,0.0931,6852.11,5670.36,926.79,485.70,30.7,,2.08,0.0806,0.0810,0.2090,2.1,11.2,,0.2928,,GBP
RIVN,US76954A1034,Rivian Automotive Inc.,United States and Canada,Automobiles,Consumer Discretionary,16790,14402.29,11527.29,14.7400,14.47,995320346.00,,,16778.00,7637.00,14060.00,9141.00,,4919.00,7857.00,0.5381,0.4552,-0.2070,-0.2434,-0.4736,0.3499,-0.4736,4434.00,-2030.00,-5739.00,-5432.00,,1.8,9.44,,0.1582,0.3175,0.4,53.2,,,,USD
CG,US14316J1088,The Carlyle Group Inc.,United States and Canada,Capital Markets,Financials,2200,14355.63,,39.6000,39.89,359880497.00,,361.33,21176.00,15391.50,15040.10,5784.50,,9255.60,1786.30,1.6001,0.7268,-0.0233,,-0.1066,0.6154,-0.0788,2421.00,1317.30,-607.60,-608.40,,3.3,14.37,0.0910,0.0580,0.1970,,,,0.1040,,USD
TOST,US8887871080,Toast Inc.,United States and Canada,Financial Services,Financials,5500,14278.80,13204.80,25.7200,25.72,555163241.00,,,1958.00,764.00,1238.00,1194.00,,44.00,605.00,0.0369,0.3902,-0.0965,-0.1476,-0.2147,0.0355,-0.2147,3865.00,839.00,-287.00,-246.00,,13.4,2.20,,0.1890,,1.4,,,,,USD
SUN,AU000000SUN6,Suncorp Group Limited,Asia / Pacific,Insurance,Financials,13000,14207.32,29512.74,16.8000,11.17,1272316092.00,,1266.54,76583.86,67694.15,27086.05,8889.70,,18196.35,3705.87,2.0469,0.8839,0.0193,0.0547,0.0881,0.6718,0.0887,12224.59,4229.39,2271.88,764.62,17.9,2.5,7.00,0.0469,0.0340,0.1173,3.2,,,0.0297,0.0163,AUD
JBL,US4663131039,Jabil Inc.,United States and Canada,Electronic Equipment Instruments and Components,Information Technology,236000,13014.86,13817.86,112.2400,107.92,120597316.00,,131.29,19424.00,16557.00,6401.00,2867.00,,3534.00,1804.00,1.2326,0.8524,0.0514,0.1599,0.3077,0.5521,0.3076,34702.00,2867.00,1609.00,818.00,9.9,8.9,21.83,0.0713,,,,,,0.1003,0.5679,USD
DVA,US23918K1088,DaVita Inc.,United States and Canada,Health Care Providers and Services,Health Care,70000,12405.54,25601.27,142.1600,141.45,87702623.00,,88.82,16893.58,14150.23,13859.77,2743.35,,11116.42,380.06,4.0521,0.8376,0.0592,0.0717,0.7821,0.8021,0.3852,12140.15,3820.43,1601.00,691.53,16.1,,11.89,0.1403,0.0450,,1.7,,,-0.0244,0.3411,USD
ACM,US00766T1007,AECOM,United States and Canada,Construction and Engineering,Industrials,52000,12100.36,13938.39,88.5900,88.89,136127400.00,,136.21,11233.40,8849.69,5275.19,2383.71,,2891.47,1260.21,1.2130,0.7878,0.0446,0.0921,0.0487,0.5481,0.0631,14378.46,945.47,797.89,55.33,104.7,,16.24,0.1583,0.0780,0.3240,,,,-0.0521,-0.1652,USD
8697,JP3183200009,Japan Exchange Group Inc.,Asia / Pacific,Capital Markets,Financials,1249,11896.42,10801.15,3677.0000,22.86,520313972.00,,520.31,533086.40,530849.44,2583.71,2236.97,,346.75,845.85,0.1550,0.9958,0.0007,0.1404,0.1897,0.1342,0.1876,1010.05,1010.05,568.33,401.86,29.6,8.0,4.17,,0.0010,0.1400,9.3,17.7,,0.0833,0.0439,JPY
SJM,US8326964058,The J. M. Smucker Company,United States and Canada,Food Products,Consumer Staples,9000,11538.12,20035.22,107.6900,108.65,106195350.00,,106.19,20273.70,12579.80,16253.00,7693.90,,8559.10,62.00,1.1125,0.6205,0.0514,0.0648,0.0993,0.5266,0.0993,8178.70,3118.30,1450.60,744.00,15.2,,72.45,0.0565,0.0615,0.1338,2.1,,,0.0394,0.0766,USD
4755,JP3967200001,Rakuten Group Inc.,Asia / Pacific,Broadline Retail,Consumer Discretionary,30830,11394.26,11318.75,852.9000,5.30,2148476989.00,,2142.14,160482.15,152766.98,41727.11,7715.17,,34011.94,36370.35,4.4085,0.9519,-0.0051,-0.0188,-0.4114,0.8151,-0.3365,14691.74,-1160.72,-1242.31,-2407.87,,,2.77,,0.0050,0.2280,0.6,,,0.2523,,JPY
CON,DE0005439004,Continental Aktiengesellschaft,Europe,Automobile Components,Consumer Discretionary,202763,11361.64,17646.96,53.1200,56.81,200005983.00,,200.01,41678.96,26084.90,23509.94,15594.06,,7915.88,3227.20,0.5076,0.6259,0.0319,0.0564,0.0859,0.3367,0.0857,45728.09,9723.89,2129.06,1276.66,14.5,1.1,75.49,0.1653,0.0650,0.1540,0.3,,,-0.0137,-0.1678,EUR
2801,JP3240400006,Kikkoman Corporation,Asia / Pacific,Food Products,Consumer Staples,,11093.08,10767.57,1875.0000,11.66,951467115.00,,951.47,4412.80,1120.73,3687.90,3292.06,,395.84,787.31,0.1202,0.2540,,,,0.1073,,4366.27,1511.21,440.93,372.92,29.8,3.5,3.41,0.0770,0.0950,0.1280,2.0,,,,,JPY
AGN,BMG0112X1056,Aegon Ltd.,Europe,Insurance,Financials,15658,10810.96,11880.09,5.8960,6.17,1751952368.00,,1742.41,332944.36,322395.67,16006.84,10548.69,,5458.16,4497.68,0.5174,0.9683,-0.0001,-0.0024,-0.0208,0.3410,-0.0178,14323.25,5703.25,-69.55,-197.62,,1.4,4.76,0.1242,0.0020,,0.7,7.7,,-0.0511,,EUR
BXP,US1011211018,Boston Properties Inc.,United States and Canada,Office REITs,Real Estate,836,10781.00,27482.91,61.0900,61.18,157058652.00,,156.94,26026.15,17842.17,24808.63,8183.98,,16624.65,1531.48,2.0314,0.6855,0.0253,0.0265,0.0317,0.6701,0.0352,3236.20,2015.71,1015.54,190.22,50.1,1.6,37.45,0.0054,0.0200,0.0690,7.5,22.5,,0.0514,-0.2006,USD
9104,JP3362700001,Mitsui O.S.K. Lines Ltd.,Asia / Pacific,Marine Transportation,Industrials,,10745.60,18134.83,4769.0000,29.65,362364883.00,,362.21,27225.32,11568.36,24185.25,15656.95,,8528.29,779.11,0.5447,0.4249,0.0195,0.0223,0.1223,0.3526,0.1221,10755.94,1644.84,793.87,1728.78,6.2,0.7,42.94,-0.1904,,,,,,0.1406,0.5764,JPY
AFG,US0259321042,American Financial Group Inc.,United States and Canada,Insurance,Financials,8500,10521.11,11141.11,124.3000,125.45,83866972.00,,83.64,29787.00,25529.00,5953.00,4258.00,,1695.00,1225.00,0.3981,0.8571,0.0256,0.1288,0.2051,0.2847,0.2051,7452.00,1484.00,1201.00,852.00,12.0,2.7,50.91,,,,,,,-0.1404,0.0996,USD
WPP,JE00B8KF9B49,WPP plc,Europe,Media,Communication Services,114173,10045.97,16510.77,7.3940,9.36,1072750092.00,,1074.84,33938.53,29052.56,13651.31,4885.97,,8765.35,2596.54,1.7940,0.8560,0.0117,0.0295,0.0313,0.6421,0.0493,18924.31,3211.25,663.79,140.74,72.7,,4.00,0.0114,0.0320,0.1750,,,,-0.0881,-0.3311,GBP
9CI,SGXE62145532,CapitaLand Investment Limited,Asia / Pacific,Real Estate Management and Development,Real Estate,,9776.05,20220.76,2.6700,1.95,5010503888.00,,5100.42,25865.00,12045.53,23493.17,13819.47,,9673.70,1864.12,0.7000,0.4657,0.0146,0.0161,0.0121,0.4118,0.0179,2109.63,954.79,611.52,137.16,73.6,1.0,2.07,0.1600,0.0150,,10.3,,,,,SGD
CCK,US2283681060,Crown Holdings Inc.,United States and Canada,Containers and Packaging,Materials,25000,9125.01,16139.01,77.4300,76.48,119312391.00,,119.20,15034.00,12170.00,10564.00,2864.00,,7700.00,1310.00,2.6885,0.8095,0.0563,0.0823,0.2113,0.7289,0.2279,12010.00,2464.00,1321.00,450.00,22.0,,20.22,0.1118,0.0550,0.1610,1.2,,,-0.0030,0.0050,USD
CNA,GB00B033F229,Centrica plc,Europe,Multi-Utilities,Utilities,20619,8997.91,5978.71,1.3775,1.72,5219774625.00,,5369.05,27237.61,21841.34,10626.82,5396.28,,5230.55,8213.61,0.9693,0.8019,-0.1084,-0.4010,1.6056,0.4922,1.4656,33728.95,-2165.90,-5574.75,5008.73,1.9,2.3,0.92,,0.0290,0.1360,0.3,4.8,,0.0077,0.8466,GBP
GET,FR0010533075,Getlink SE,Europe,Transportation Infrastructure,Industrials,3375,8984.11,13483.25,15.6600,16.60,541247784.00,,541.25,9965.78,7240.01,9091.41,2725.77,,6365.64,1407.60,2.3354,0.7265,0.0520,0.0566,0.1330,0.7002,0.1330,2019.21,1080.81,814.75,359.90,25.1,3.6,5.04,0.0600,,,,,,0.0246,0.2013,EUR
9021,JP3659000008,West Japan Railway Company,Asia / Pacific,Ground Transportation,Industrials,44366,8901.97,17370.24,2969.5000,18.46,482109494.00,,487.42,24961.50,16867.95,17847.61,8093.55,,9754.06,1542.55,1.2052,0.6758,0.0301,0.0417,0.0923,0.5465,0.0881,10802.93,2612.80,1194.23,652.53,6.9,1.3,14.99,0.0650,0.0310,0.0940,1.4,13.2,,0.0313,-0.0079,JPY
CAR,AU000000CAR3,CAR Group Limited,Asia / Pacific,Interactive Media and Services,Communication Services,1800,8814.24,9525.90,35.1600,23.37,377162127.00,,376.73,3120.19,1039.05,2908.75,2081.14,,827.61,132.35,0.3977,0.3330,0.0560,0.0602,0.3164,0.2845,0.3133,520.34,438.19,195.38,430.01,36.6,,5.43,0.1450,0.1020,0.1550,8.9,,,0.3876,0.2846,AUD
4,HK0004000045,The Wharf (Holdings) Limited,Asia / Pacific,Real Estate Management and Development,Real Estate,6400,8766.14,10446.88,22.7500,2.87,3056027327.00,,3056.00,26237.56,7257.95,21477.38,18979.60,,2497.78,1484.66,0.1316,0.2766,0.0202,0.0251,0.0064,0.1163,0.0073,2426.83,1159.24,883.14,121.02,72.4,0.5,5.99,0.0527,,,,,,-0.0206,-0.3226,HKD
6479,JP3906000009,MINEBEA MITSUMI Inc.,Asia / Pacific,Machinery,Industrials,,8247.60,9661.00,3280.0000,20.40,404386337.00,,404.39,9356.60,4627.67,7123.27,4728.93,,2394.34,969.04,0.5063,0.4946,0.0338,0.0443,0.0808,0.3361,0.0813,9264.14,1528.60,485.87,357.02,23.2,2.0,11.50,0.2537,,,,,,0.1380,-0.0212,JPY
DAY,US15677J1088,Dayforce Inc.,United States and Canada,Professional Services,Industrials,9084,7847.63,8694.53,49.9000,49.70,157900000.00,,156.30,9010.90,6612.70,3641.80,2398.20,,1243.60,570.30,0.5186,0.7339,0.0096,0.0240,0.0243,0.3415,0.0243,1513.70,713.30,134.40,54.80,150.8,,15.34,0.1655,0.0610,,2.6,,,0.1142,,USD
ESLT,IL0010811243,Elbit Systems Ltd.,Africa / Middle East,Aerospace and Defense,Industrials,18984,7799.87,9189.19,668.9000,175.37,44476765.00,,44.45,9739.58,6789.29,4416.73,2950.29,,1466.44,197.43,0.4970,0.6971,0.0251,0.0561,0.0754,0.3320,0.0756,5974.74,1500.45,380.01,215.13,34.6,6.9,66.30,,,,,,,0.0859,0.0080,ILS
ALO,FR0010220475,Alstom SA,Europe,Machinery,Industrials,78684,7652.10,11702.82,15.3300,16.59,461149281.00,,384.29,35883.24,26410.92,14495.52,9472.32,,5023.20,1053.20,0.5303,0.7360,0.0090,0.0222,-0.0348,0.3465,-0.0310,19012.63,2388.04,501.78,-333.44,,,24.35,0.2682,0.0270,0.0880,0.4,,,0.1992,,EUR
S68,SG1J26887955,Singapore Exchange Limited,Asia / Pacific,Capital Markets,Financials,1123,7529.78,7270.71,9.5200,7.05,1068646716.00,,1067.99,2796.10,1536.37,1797.47,1259.73,,537.74,763.99,0.4269,0.5495,0.0967,0.1547,0.3518,0.2992,0.3508,883.20,764.00,436.46,422.15,18.1,12.6,1.18,,0.1390,0.2640,5.8,10.2,,0.1232,0.0947,SGD
PARA,US92556H2067,Paramount Global,United States and Canada,Media,Communication Services,21900,7145.78,21011.78,9.9700,10.26,666478682.00,,,53543.00,30493.00,39166.00,23050.00,,16116.00,2460.00,0.6992,0.5695,0.0207,0.0289,-0.0589,0.4115,-0.0537,29652.00,9635.00,1855.00,-608.00,,2.5,34.50,0.1354,0.0362,0.0650,0.6,,,0.0377,,USD
SALM,NO0010310956,SalMar ASA,Europe,Food Products,Consumer Staples,2405,6930.62,8589.55,584.0000,52.60,131760066.00,,131.76,5249.35,2977.70,3820.68,2271.64,,1549.03,77.29,0.6819,0.5673,0.1021,0.1373,0.1297,0.4054,0.1163,2745.28,1648.57,931.51,315.25,43.3,41.5,14.87,0.1528,,,2.1,7.4,,0.2865,-0.0214,NOK
DHER,DE000A2E4K43,Delivery Hero SE,Europe,Hotels Restaurants and Leisure,Consumer Discretionary,44612,6862.33,11120.89,23.3500,24.35,281853172.00,,269.93,11578.49,9757.56,8050.45,1820.93,,6229.52,1831.97,3.4211,0.8427,-0.0355,-0.0495,-0.8552,0.7738,-0.8500,10975.82,3281.85,-732.72,-2536.43,,,6.76,,0.0840,,0.6,5.4,,0.3922,,EUR
ANA,ES0125220311,Acciona S.A.,Europe,Electric Utilities,Utilities,57843,6585.51,15608.41,113.3000,120.29,54746451.00,,54.75,34941.49,27378.01,19591.52,7563.48,,12028.04,4100.24,1.5903,0.7835,0.0165,0.0281,0.1094,0.6139,0.0944,19835.50,13802.16,792.67,597.26,11.0,2.9,101.01,0.0786,,-0.0240,1.2,18.3,,0.1620,0.1052,EUR
WFG,CA9528451052,West Fraser Timber Co. Ltd.,United States and Canada,Paper and Forest Products,Materials,10800,6304.41,6118.51,105.4000,77.33,81530998.00,,79.44,9415.00,2192.00,7761.00,7223.00,,538.00,900.00,0.0745,0.2328,-0.0003,-0.0004,-0.0225,0.0693,-0.0225,6454.00,1769.00,-5.00,-167.00,,1.4,88.39,,0.0620,0.0740,0.8,6.6,,0.2101,,CAD
HOLMB,SE0011090018,Holmen AB (publ),Europe,Paper and Forest Products,Materials,3500,6272.32,6469.14,420.4000,39.50,159222355.00,,,7905.43,2260.59,5959.59,5644.84,,314.75,119.20,0.0558,0.2860,0.0323,0.0429,0.0649,0.0528,0.0649,2338.14,1223.41,413.03,366.62,21.9,1.2,35.45,0.0960,,,,,,0.1665,0.1027,SEK
6841,JP3955000009,Yokogawa Electric Corporation,Asia / Pacific,Electronic Equipment Instruments and Components,Information Technology,17365,6226.30,5611.45,3849.0000,23.93,260150560.00,,260.15,4445.76,1507.14,3155.89,2938.63,,217.26,924.24,0.0739,0.3390,0.0762,0.1068,0.1511,0.0688,0.1587,3568.89,1684.12,520.30,407.57,15.4,2.4,11.09,0.0050,0.0730,0.1020,1.4,,,0.0743,0.1674,JPY
EMPA,CA2918434077,Empire Company Limited,United States and Canada,Consumer Staples Distribution and Retail,Consumer Staples,128000,6182.25,11460.29,34.3100,25.59,241610731.00,,,12273.70,8276.16,9377.63,3997.54,,5380.08,189.77,1.3458,0.6743,0.0468,0.0614,0.1376,0.5737,0.1412,22514.35,5948.29,910.90,530.12,12.0,4.4,16.13,,,,,,,0.1182,0.1337,CAD
LEG,DE000LEG1110,LEG Immobilien SE,Europe,Real Estate Management and Development,Real Estate,1878,6079.38,15827.88,74.3600,81.64,74470000.00,,74.11,21311.11,13044.16,18617.80,8266.95,,10350.85,306.36,1.2521,0.6121,0.0176,0.0202,-0.1899,0.5560,-0.1888,1512.14,688.01,631.82,-1731.84,,0.7,111.18,-0.0041,,,,,,0.1151,,EUR
WDP,BE0974349814,Warehouses De Pauw SA,Europe,Industrial REITs,Real Estate,123,6073.96,8849.03,25.0400,27.14,223797576.00,,219.43,7807.78,2817.08,7619.34,4990.69,,2628.65,14.38,0.5267,0.3608,0.0269,0.0277,0.0051,0.3450,0.0058,441.41,378.60,335.60,24.62,30.9,1.2,22.35,0.0556,,,,,,0.1522,-0.4162,EUR
CU,CA1367178326,Canadian Utilities Limited,United States and Canada,Multi-Utilities,Utilities,9018,5821.82,14598.59,29.5000,21.46,271264214.00,,,17478.13,12077.25,13393.51,5400.88,,7992.63,156.23,1.4799,0.6910,0.0287,0.0376,0.1180,0.5968,0.1008,2864.97,1940.42,781.15,533.60,13.6,1.8,14.97,0.0285,,,,,,0.0120,0.0220,CAD
9009,JP3278600006,Keisei Electric Railway Co. Ltd.,Asia / Pacific,Ground Transportation,Industrials,,5241.44,7105.44,5186.0000,32.25,162540232.00,,162.54,7031.40,3931.59,5509.42,3099.81,,2409.61,543.96,0.7773,0.5591,0.0155,0.0197,0.2071,0.4374,0.2029,1959.09,493.70,166.78,579.17,9.3,1.8,18.36,,,,,,,,,JPY
4183,JP3888300005,Mitsui Chemicals Inc.,Asia / Pacific,Chemicals,Materials,19861,5209.10,9121.55,4406.0000,27.40,190134634.00,,190.13,14640.36,8133.55,11506.86,6506.81,,5000.05,1389.44,0.7684,0.5556,0.0180,0.0230,0.0606,0.4345,0.0576,11560.91,2449.93,408.47,330.35,15.8,1.0,29.98,0.1564,0.0430,0.0950,0.7,,,0.0810,-0.0806,JPY
SEK,AU000000SEK6,SEEK Limited,Asia / Pacific,Interactive Media and Services,Communication Services,,5133.14,6011.44,21.6800,14.41,356218072.00,,354.24,3484.01,1701.41,2794.72,1782.60,,1012.12,167.44,0.5678,0.4883,0.0503,0.0652,0.0904,0.3622,0.0887,816.10,515.52,266.35,681.76,73.1,8.0,5.03,0.1199,0.0780,,5.7,,,0.0669,0.8134,AUD
3038,JP3291200008,Kobe Bussan Co. Ltd.,Asia / Pacific,Consumer Staples Distribution and Retail,Consumer Staples,1562,4885.15,4498.31,3557.0000,22.12,220869845.00,,220.63,1397.93,642.85,1007.89,755.08,,252.81,610.85,0.3348,0.4599,0.0971,0.1339,0.1943,0.2508,0.1943,3045.00,347.81,201.02,135.64,32.6,6.4,3.42,0.1389,0.1700,0.1700,1.1,,,0.0799,0.1469,JPY
GETIB,SE0000202624,Getinge AB (publ),Europe,Health Care Equipment and Supplies,Health Care,11739,4585.54,5076.55,181.2000,16.84,272369573.00,,,5313.92,2298.97,3815.82,3014.95,,800.87,270.53,0.2656,0.4326,0.0438,0.0619,0.0801,0.2099,0.0798,3156.16,1437.41,366.82,239.19,21.4,,10.98,0.0500,0.0600,0.0970,1.3,,,0.0433,,SEK